group_sid,group_id,group_name,technique_id,technique_name,is_subtechnique
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1016,System Network Configuration Discovery,False
intrusion-set--4e868dad-682d-4897-b8df-2dc98f46c68a,G0124,Windigo,T1059,Command and Scripting Interpreter,False
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,G0106,Rocke,T1018,Remote System Discovery,False
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1586.002,Email Accounts,True
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,G1023,APT5,T1021.004,SSH,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1053.005,Scheduled Task,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1003.001,LSASS Memory,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1090,Proxy,False
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,G1021,Cinnamon Tempest,T1140,Deobfuscate/Decode Files or Information,False
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1190,Exploit Public-Facing Application,False
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1080,Taint Shared Content,False
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1213.005,Messaging Applications,True
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,G0108,Blue Mockingbird,T1021.002,SMB/Windows Admin Shares,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1113,Screen Capture,False
intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,G0064,APT33,T1071.001,Web Protocols,True
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1027,Obfuscated Files or Information,False
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1588.002,Tool,True
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,G0077,Leafminer,T1018,Remote System Discovery,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1594,Search Victim-Owned Websites,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1110.004,Credential Stuffing,True
intrusion-set--f047ee18-7985-4946-8bfb-4ed754d3a0dd,G0013,APT30,T1204.002,Malicious File,True
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,G0012,Darkhotel,T1083,File and Directory Discovery,False
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1003.001,LSASS Memory,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1021.002,SMB/Windows Admin Shares,True
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1068,Exploitation for Privilege Escalation,False
intrusion-set--813636db-3939-4a45-bea9-6113e970c029,G0105,DarkVishnya,T1059.001,PowerShell,True
intrusion-set--3ea7add5-5b8f-45d8-b1f1-905d2729d62a,G1012,CURIUM,T1189,Drive-by Compromise,False
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1534,Internal Spearphishing,False
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1190,Exploit Public-Facing Application,False
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1530,Data from Cloud Storage,False
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1003.003,NTDS,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1574.013,KernelCallbackTable,True
intrusion-set--f3be6240-f68e-47e1-90d2-ad8f3b3bb8a6,G1034,Daggerfly,T1195.002,Compromise Software Supply Chain,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1055.001,Dynamic-link Library Injection,True
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,G0126,Higaisa,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1585.001,Social Media Accounts,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1550.003,Pass the Ticket,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1069.001,Local Groups,True
intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481,G0062,TA459,T1059.001,PowerShell,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1069.002,Domain Groups,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1213.005,Messaging Applications,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1562.004,Disable or Modify System Firewall,True
intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0,G1036,Moonstone Sleet,T1608.001,Upload Malware,True
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1217,Browser Information Discovery,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1090,Proxy,False
intrusion-set--f3be6240-f68e-47e1-90d2-ad8f3b3bb8a6,G1034,Daggerfly,T1574.001,DLL,True
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,G1033,Star Blizzard,T1588.002,Tool,True
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,G1023,APT5,T1055,Process Injection,False
intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,G0127,TA551,T1071.001,Web Protocols,True
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,G1044,APT42,T1082,System Information Discovery,False
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1059.001,PowerShell,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1112,Modify Registry,False
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1120,Peripheral Device Discovery,False
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1583.006,Web Services,True
intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,G0140,LazyScripter,T1027.010,Command Obfuscation,True
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,G1018,TA2541,T1027.015,Compression,True
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,G0006,APT1,T1584.001,Domains,True
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,G1008,SideCopy,T1082,System Information Discovery,False
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,G0026,APT18,T1071.004,DNS,True
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1006,Direct Volume Access,False
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1543.003,Windows Service,True
intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,G0044,Winnti Group,T1105,Ingress Tool Transfer,False
intrusion-set--a5cfbc79-316c-42f2-915d-6e8fef4085f8,G1038,TA578,T1594,Search Victim-Owned Websites,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1036.004,Masquerade Task or Service,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1059.001,PowerShell,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1202,Indirect Command Execution,False
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1562.004,Disable or Modify System Firewall,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1588.005,Exploits,True
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,G1044,APT42,T1071.001,Web Protocols,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1555,Credentials from Password Stores,False
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1218.011,Rundll32,True
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,G0045,menuPass,T1039,Data from Network Shared Drive,False
intrusion-set--e5603ea8-4c36-40e7-b7af-a077d24fedc1,G0136,IndigoZebra,T1586.002,Email Accounts,True
intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,G0078,Gorgon Group,T1588.002,Tool,True
intrusion-set--56a05d27-4d47-418a-b330-781c5614f202,G1041,Sea Turtle,T1583.001,Domains,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1589.002,Email Addresses,True
intrusion-set--813636db-3939-4a45-bea9-6113e970c029,G0105,DarkVishnya,T1040,Network Sniffing,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1570,Lateral Tool Transfer,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1027,Obfuscated Files or Information,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1591.002,Business Relationships,True
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1055.001,Dynamic-link Library Injection,True
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1135,Network Share Discovery,False
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1115,Clipboard Data,False
intrusion-set--f3be6240-f68e-47e1-90d2-ad8f3b3bb8a6,G1034,Daggerfly,T1218.011,Rundll32,True
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1218.010,Regsvr32,True
intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,G1040,Play,T1083,File and Directory Discovery,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1082,System Information Discovery,False
intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6,G0085,FIN4,T1566.001,Spearphishing Attachment,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1218.010,Regsvr32,True
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1005,Data from Local System,False
intrusion-set--9735c036-8ebe-47e9-9c77-b0ae656dab93,G0135,BackdoorDiplomacy,T1074.001,Local Data Staging,True
intrusion-set--7331c66a-5601-4d3f-acf6-ad9e3035eb40,G0043,Group5,T1027.013,Encrypted/Encoded File,True
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,G0091,Silence,T1588.002,Tool,True
intrusion-set--c4d50cdf-87ce-407d-86d8-862883485842,G0099,APT-C-36,T1105,Ingress Tool Transfer,False
intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c,G1035,Winter Vivern,T1036,Masquerading,False
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1012,Query Registry,False
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,G0073,APT19,T1082,System Information Discovery,False
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,G0061,FIN8,T1105,Ingress Tool Transfer,False
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1003.001,LSASS Memory,True
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,G1033,Star Blizzard,T1583,Acquire Infrastructure,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1114.002,Remote Email Collection,True
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,G0112,Windshift,T1105,Ingress Tool Transfer,False
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,G1023,APT5,T1505.003,Web Shell,True
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,G0030,Lotus Blossom,T1560.003,Archive via Custom Method,True
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,G0077,Leafminer,T1110.003,Password Spraying,True
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,G0026,APT18,T1082,System Information Discovery,False
intrusion-set--94873029-f950-4268-9cfd-5032e15cb182,G0127,TA551,T1105,Ingress Tool Transfer,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1012,Query Registry,False
intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756,G0018,admin@338,T1087.001,Local Account,True
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,G0012,Darkhotel,T1059.003,Windows Command Shell,True
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1110,Brute Force,False
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1078,Valid Accounts,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1583.001,Domains,True
intrusion-set--b2e34388-6938-4c59-a702-80dc219e15e3,G0123,Volatile Cedar,T1190,Exploit Public-Facing Application,False
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1218.001,Compiled HTML File,True
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1059.005,Visual Basic,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1588.002,Tool,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1070.004,File Deletion,True
intrusion-set--39d6890e-7f23-4474-b8ef-e7b0343c5fc8,G0138,Andariel,T1204.002,Malicious File,True
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1020,Automated Exfiltration,False
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1135,Network Share Discovery,False
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1114.002,Remote Email Collection,True
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1572,Protocol Tunneling,False
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1565.003,Runtime Data Manipulation,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1041,Exfiltration Over C2 Channel,False
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1119,Automated Collection,False
intrusion-set--7251b44b-6072-476c-b8d9-a6e32c355b28,G1019,MoustachedBouncer,T1074.002,Remote Data Staging,True
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,G0112,Windshift,T1047,Windows Management Instrumentation,False
intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,G0075,Rancor,T1218.007,Msiexec,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1092,Communication Through Removable Media,False
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1105,Ingress Tool Transfer,False
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1221,Template Injection,False
intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0,G1036,Moonstone Sleet,T1598,Phishing for Information,False
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1595.002,Vulnerability Scanning,True
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1059.003,Windows Command Shell,True
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,G0012,Darkhotel,T1036.005,Match Legitimate Resource Name or Location,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1020,Automated Exfiltration,False
intrusion-set--d519164e-f5fa-4b8c-a1fb-cf0172ad0983,G0028,Threat Group-1314,T1078.002,Domain Accounts,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1071.001,Web Protocols,True
intrusion-set--bfc5ddb3-4dfb-4278-8928-020e1b3feddd,G1013,Metador,T1095,Non-Application Layer Protocol,False
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1566.001,Spearphishing Attachment,True
intrusion-set--88489675-d216-4884-a98f-49a89fcc1643,G0103,Mofang,T1027.015,Compression,True
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,G0045,menuPass,T1003.004,LSA Secrets,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1584.002,DNS Server,True
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1027.001,Binary Padding,True
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1197,BITS Jobs,False
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,G0126,Higaisa,T1057,Process Discovery,False
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,G1021,Cinnamon Tempest,T1021.002,SMB/Windows Admin Shares,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1583.001,Domains,True
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,G0077,Leafminer,T1136.001,Local Account,True
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1136.001,Local Account,True
intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,G0033,Poseidon Group,T1057,Process Discovery,False
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1505.003,Web Shell,True
intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,G1022,ToddyCat,T1074.002,Remote Data Staging,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1027,Obfuscated Files or Information,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1098.002,Additional Email Delegate Permissions,True
intrusion-set--f3be6240-f68e-47e1-90d2-ad8f3b3bb8a6,G1034,Daggerfly,T1584.004,Server,True
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1553.005,Mark-of-the-Web Bypass,True
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1091,Replication Through Removable Media,False
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,G0006,APT1,T1036.005,Match Legitimate Resource Name or Location,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1021.001,Remote Desktop Protocol,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1564.001,Hidden Files and Directories,True
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1057,Process Discovery,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1003,OS Credential Dumping,False
intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1,G1032,INC Ransom,T1135,Network Share Discovery,False
intrusion-set--39d6890e-7f23-4474-b8ef-e7b0343c5fc8,G0138,Andariel,T1566.001,Spearphishing Attachment,True
intrusion-set--0d4ac089-ced4-4cc4-a989-174d08e6d030,G1020,Mustard Tempest,T1204.001,Malicious Link,True
intrusion-set--e1fc262c-dad2-4b82-abda-5f08dd134971,G1047,Velvet Ant,T1071,Application Layer Protocol,False
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,G0061,FIN8,T1082,System Information Discovery,False
intrusion-set--f9c06633-dcff-48a1-8588-759e7cec5694,G0068,PLATINUM,T1095,Non-Application Layer Protocol,False
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,G1001,HEXANE,T1049,System Network Connections Discovery,False
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1112,Modify Registry,False
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1562.001,Disable or Modify Tools,True
intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,G1011,EXOTIC LILY,T1593.001,Social Media,True
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,G1018,TA2541,T1566.001,Spearphishing Attachment,True
intrusion-set--e1fc262c-dad2-4b82-abda-5f08dd134971,G1047,Velvet Ant,T1211,Exploitation for Defense Evasion,False
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1204.002,Malicious File,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1552.001,Credentials In Files,True
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1074.001,Local Data Staging,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1543.003,Windows Service,True
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1590.005,IP Addresses,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1560.002,Archive via Library,True
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,G1021,Cinnamon Tempest,T1572,Protocol Tunneling,False
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1003.001,LSASS Memory,True
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1047,Windows Management Instrumentation,False
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1053.005,Scheduled Task,True
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1041,Exfiltration Over C2 Channel,False
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,G0106,Rocke,T1140,Deobfuscate/Decode Files or Information,False
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1059.006,Python,True
intrusion-set--fed4f0a2-4347-4530-b0f5-6dfd49b29172,G0133,Nomadic Octopus,T1564.003,Hidden Window,True
intrusion-set--9735c036-8ebe-47e9-9c77-b0ae656dab93,G0135,BackdoorDiplomacy,T1046,Network Service Discovery,False
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,G0022,APT3,T1003.001,LSASS Memory,True
intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45,G0024,Putter Panda,T1027.013,Encrypted/Encoded File,True
intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1,G1032,INC Ransom,T1190,Exploit Public-Facing Application,False
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1003.002,Security Account Manager,True
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1482,Domain Trust Discovery,False
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1486,Data Encrypted for Impact,False
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1588.006,Vulnerabilities,True
intrusion-set--56a05d27-4d47-418a-b330-781c5614f202,G1041,Sea Turtle,T1027.004,Compile After Delivery,True
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1649,Steal or Forge Authentication Certificates,False
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,G0106,Rocke,T1562.001,Disable or Modify Tools,True
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,G0045,menuPass,T1083,File and Directory Discovery,False
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1071.004,DNS,True
intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,G1040,Play,T1518.001,Security Software Discovery,True
intrusion-set--813636db-3939-4a45-bea9-6113e970c029,G0105,DarkVishnya,T1571,Non-Standard Port,False
intrusion-set--f9c06633-dcff-48a1-8588-759e7cec5694,G0068,PLATINUM,T1055,Process Injection,False
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1199,Trusted Relationship,False
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1059.001,PowerShell,True
intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1,G1032,INC Ransom,T1070.004,File Deletion,True
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,G1044,APT42,T1583.003,Virtual Private Server,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1018,Remote System Discovery,False
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1218.010,Regsvr32,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1112,Modify Registry,False
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1106,Native API,False
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1021,Remote Services,False
intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,G0067,APT37,T1059.003,Windows Command Shell,True
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,G0112,Windshift,T1033,System Owner/User Discovery,False
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1090,Proxy,False
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1136,Create Account,False
intrusion-set--5cbe0d3b-6fb1-471f-b591-4b192915116d,G0039,Suckfly,T1553.002,Code Signing,True
intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,G0140,LazyScripter,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1561.002,Disk Structure Wipe,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1105,Ingress Tool Transfer,False
intrusion-set--e6db1e55-b199-4b6b-8633-989345ee45e0,G1036,Moonstone Sleet,T1195.002,Compromise Software Supply Chain,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1040,Network Sniffing,False
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1587.001,Malware,True
