file,group_name,group_id,score,matched_exact,matched_root_only
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Leviathan,G0065,23,"T1021.004 (lateral-movement); T1059.001 (execution); T1074.001 (collection); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control); T1140 (defense-evasion); T1560 (collection)",T1021.001 (lateral-movement); T1027.001 (defense-evasion); T1027.003 (defense-evasion); T1027.013 (); T1027.015 (); T1059.005 (execution); T1074.002 (collection); T1102.003 (command-and-control); T1218.010 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,APT29,G0016,22,"T1059.001 (execution); T1059.006 (execution); T1070.004 (defense-evasion); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control)","T1016.001 (discovery); T1021.007 (); T1027.001 (defense-evasion); T1027.002 (defense-evasion); T1027.006 (); T1059.009 (); T1070.006 (defense-evasion); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1087.004 (discovery); T1218.005 (defense-evasion); T1573 (command-and-control)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,HEXANE,G1001,21,T1016 (discovery); T1033 (discovery); T1057 (discovery); T1059.001 (execution); T1082 (discovery); T1105 (command-and-control); T1518 (discovery),T1016.001 (discovery); T1021.001 (lateral-movement); T1027.010 (); T1059.005 (execution); T1102.002 (command-and-control); T1555 (credential-access); T1555.003 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,GALLIUM,G0093,20,"T1016 (discovery); T1027 (defense-evasion); T1033 (discovery); T1059.001 (execution); T1059.003 (execution); T1074.001 (collection); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control); T1560.001 (collection)",T1027.002 (defense-evasion); T1027.005 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Earth Lusca,G1006,20,T1016 (discovery); T1027 (defense-evasion); T1033 (discovery); T1057 (discovery); T1059.001 (execution); T1059.006 (execution); T1140 (defense-evasion); T1560.001 (collection),T1027.003 (defense-evasion); T1059.005 (execution); T1059.007 (execution); T1218.005 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,APT37,G0067,20,T1027 (defense-evasion); T1033 (discovery); T1057 (discovery); T1059 (execution); T1059.003 (execution); T1059.006 (execution); T1082 (discovery); T1105 (command-and-control),T1027.003 (defense-evasion); T1059.005 (execution); T1102.002 (command-and-control); T1555.003 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,ZIRCONIUM,G0128,20,T1016 (discovery); T1033 (discovery); T1059.003 (execution); T1059.006 (execution); T1082 (discovery); T1105 (command-and-control); T1140 (defense-evasion); T1573.001 (command-and-control),T1027.002 (defense-evasion); T1102.002 (command-and-control); T1218.007 (defense-evasion); T1555.003 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,TA505,G0092,20,T1059.001 (execution); T1059.003 (execution); T1105 (command-and-control); T1140 (defense-evasion); T1218.011 (defense-evasion),"T1027.002 (defense-evasion); T1027.010 (); T1027.013 (); T1059.005 (execution); T1059.007 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1087.003 (discovery); T1218.007 (defense-evasion); T1552.001 (credential-access); T1555.003 (credential-access)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Indrik Spider,G0119,19,"T1021.004 (lateral-movement); T1059.001 (execution); T1059.003 (execution); T1074.001 (collection); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control); T1555.005 (credential-access)","T1021.001 (lateral-movement); T1059.007 (execution); T1070.001 (defense-evasion); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1552.001 (credential-access)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,ToddyCat,G1022,19,T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1082 (discovery); T1083 (discovery); T1095 (command-and-control); T1560.001 (collection),"T1021.002 (lateral-movement); T1074.002 (collection); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1087.002 (discovery); T1518.001 (discovery)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,APT33,G0064,19,"T1059.001 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control); T1560.001 (collection); T1571 (command-and-control); T1573.001 (command-and-control)","T1027.013 (); T1059.005 (execution); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1552.001 (credential-access); T1552.006 (credential-access); T1555 (credential-access); T1555.003 (credential-access)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Storm-1811,G1046,18,T1021.004 (lateral-movement); T1033 (discovery); T1059.001 (execution); T1059.003 (execution); T1074.001 (collection); T1105 (command-and-control); T1140 (defense-evasion),T1021.002 (lateral-movement); T1027.013 (); T1087.002 (discovery); T1222.001 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Inception,G0100,18,T1057 (discovery); T1059.001 (execution); T1082 (discovery); T1083 (discovery); T1518 (discovery); T1573.001 (command-and-control),T1027.013 (); T1059.005 (execution); T1102 (command-and-control); T1218.005 (defense-evasion); T1218.010 (defense-evasion); T1555.003 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Winter Vivern,G1035,17,T1033 (discovery); T1059 (execution); T1059.001 (execution); T1059.003 (execution); T1082 (discovery); T1083 (discovery); T1105 (command-and-control); T1140 (defense-evasion),T1059.007 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,APT19,G0073,17,T1016 (discovery); T1033 (discovery); T1059 (execution); T1059.001 (execution); T1082 (discovery); T1140 (defense-evasion); T1218.011 (defense-evasion),T1027.010 (); T1027.013 (); T1218.010 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Stealth Falcon,G0038,17,T1016 (discovery); T1033 (discovery); T1057 (discovery); T1059 (execution); T1059.001 (execution); T1082 (discovery); T1573.001 (command-and-control),T1555 (credential-access); T1555.003 (credential-access); T1555.004 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Silence,G0091,17,"T1059.001 (execution); T1059.003 (execution); T1070.004 (defense-evasion); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control); T1571 (command-and-control)",T1021.001 (lateral-movement); T1027.010 (); T1059.005 (execution); T1059.007 (execution); T1218.001 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Higaisa,G0126,17,T1016 (discovery); T1057 (discovery); T1059.003 (execution); T1082 (discovery); T1140 (defense-evasion); T1573.001 (command-and-control),T1027.001 (defense-evasion); T1027.013 (); T1027.015 (); T1059.005 (execution); T1059.007 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Cobalt Group,G0080,17,T1059.001 (execution); T1059.003 (execution); T1070.004 (defense-evasion); T1105 (command-and-control),T1021.001 (lateral-movement); T1027.010 (); T1059.005 (execution); T1059.007 (execution); T1218.003 (defense-evasion); T1218.008 (defense-evasion); T1218.010 (defense-evasion); T1518.001 (discovery); T1573.002 (command-and-control)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,APT42,G1044,15,T1016 (discovery); T1059.001 (execution); T1070 (defense-evasion); T1082 (discovery),T1059.005 (execution); T1070.008 (); T1087.001 (discovery); T1102 (command-and-control); T1518.001 (discovery); T1555.003 (credential-access); T1573.002 (command-and-control)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Cinnamon Tempest,G1021,14,"T1059.001 (execution); T1059.003 (execution); T1059.006 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control); T1140 (defense-evasion)","T1021.002 (lateral-movement); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Windshift,G0112,14,T1027 (defense-evasion); T1033 (discovery); T1057 (discovery); T1082 (discovery); T1105 (command-and-control); T1518 (discovery),T1059.005 (execution); T1518.001 (discovery)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Moonstone Sleet,G1036,14,T1016 (discovery); T1027 (defense-evasion); T1033 (discovery); T1082 (discovery); T1105 (command-and-control); T1140 (defense-evasion),T1027.009 (); T1027.013 ()
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,TA2541,G1018,14,T1059.001 (execution); T1082 (discovery); T1105 (command-and-control),T1016.001 (discovery); T1027.002 (defense-evasion); T1027.013 (); T1027.015 (); T1059.005 (execution); T1218.005 (defense-evasion); T1518.001 (discovery); T1573.002 (command-and-control)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,APT18,G0026,13,"T1059.003 (execution); T1070.004 (defense-evasion); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1082 (discovery); T1083 (discovery); T1105 (command-and-control)",T1027.013 ()
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Ember Bear,G1003,13,T1059.001 (execution); T1070.004 (defense-evasion); T1095 (command-and-control); T1560 (collection); T1571 (command-and-control),"T1021 (lateral-movement); T1078.001 (defense-evasion, initial-access, persistence, privilege-escalation); T1552.001 (credential-access)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,INC Ransom,G1032,13,"T1059.003 (execution); T1070.004 (defense-evasion); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control); T1560.001 (collection)",T1021.001 (lateral-movement); T1074 (collection); T1087.002 (discovery)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Molerats,G0021,13,T1057 (discovery); T1059.001 (execution); T1105 (command-and-control); T1140 (defense-evasion),T1027.015 (); T1059.005 (execution); T1059.007 (execution); T1218.007 (defense-evasion); T1555.003 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,LazyScripter,G0140,13,T1059.001 (execution); T1059.003 (execution); T1105 (command-and-control); T1218.011 (defense-evasion),T1027.010 (); T1059.005 (execution); T1059.007 (execution); T1102 (command-and-control); T1218.005 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,FIN10,G0051,12,"T1033 (discovery); T1059.001 (execution); T1059.003 (execution); T1070.004 (defense-evasion); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)","T1021.001 (lateral-movement); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Blue Mockingbird,G0108,12,T1059.001 (execution); T1059.003 (execution); T1082 (discovery); T1218.011 (defense-evasion),T1021.001 (lateral-movement); T1021.002 (lateral-movement); T1027.013 (); T1218.010 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Lotus Blossom,G0030,12,T1016 (discovery); T1074.001 (collection); T1083 (discovery); T1560.001 (collection),T1016.001 (discovery); T1087.001 (discovery); T1087.002 (discovery); T1560.003 (collection)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Saint Bear,G1031,11,"T1059 (execution); T1059.001 (execution); T1059.003 (execution); T1497 (defense-evasion, discovery)",T1027.002 (defense-evasion); T1027.013 (); T1059.007 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,SideCopy,G1008,11,T1016 (discovery); T1082 (discovery); T1105 (command-and-control); T1518 (discovery),T1059.005 (execution); T1218.005 (defense-evasion); T1518.001 (discovery)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,WIRTE,G0090,10,T1059.001 (execution); T1105 (command-and-control); T1140 (defense-evasion); T1571 (command-and-control),T1059.005 (execution); T1218.010 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Confucius,G0142,10,T1059.001 (execution); T1082 (discovery); T1083 (discovery); T1105 (command-and-control),T1059.005 (execution); T1218.005 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Agrius,G1030,10,T1059.003 (execution); T1074.001 (collection); T1140 (defense-evasion); T1560.001 (collection),"T1021.001 (lateral-movement); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,APT1,G0006,10,T1016 (discovery); T1057 (discovery); T1059.003 (execution); T1560.001 (collection),T1021.001 (lateral-movement); T1087.001 (discovery)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Sea Turtle,G1041,10,"T1059.004 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1560.001 (collection)","T1027.004 (defense-evasion); T1070.002 (defense-evasion); T1074.002 (collection); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,TA551,G0127,10,T1059.003 (execution); T1105 (command-and-control); T1218.011 (defense-evasion),T1027.003 (defense-evasion); T1027.010 (); T1218.005 (defense-evasion); T1218.010 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Gorgon Group,G0078,9,T1059.001 (execution); T1059.003 (execution); T1105 (command-and-control); T1140 (defense-evasion),T1059.005 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Metador,G1013,9,T1059.003 (execution); T1070.004 (defense-evasion); T1095 (command-and-control); T1105 (command-and-control),T1027.013 ()
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,FIN5,G0053,9,"T1059 (execution); T1070.004 (defense-evasion); T1074.001 (collection); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1070.001 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,admin@338,G0018,9,T1016 (discovery); T1059.003 (execution); T1082 (discovery); T1083 (discovery),T1087.001 (discovery)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Moses Staff,G1009,9,T1016 (discovery); T1082 (discovery); T1105 (command-and-control),T1021.002 (lateral-movement); T1027.013 (); T1087.001 (discovery)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Velvet Ant,G1047,9,T1059.004 (execution); T1083 (discovery); T1571 (command-and-control),"T1021.002 (lateral-movement); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation); T1573.002 (command-and-control)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Malteiro,G1026,9,T1082 (discovery); T1140 (defense-evasion),T1027.013 (); T1059.005 (execution); T1518.001 (discovery); T1555 (credential-access); T1555.003 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,LuminousMoth,G1014,8,T1033 (discovery); T1083 (discovery); T1105 (command-and-control); T1560 (collection),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Daggerfly,G1034,8,T1059.001 (execution); T1082 (discovery); T1105 (command-and-control); T1218.011 (defense-evasion),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,BackdoorDiplomacy,G0135,8,T1027 (defense-evasion); T1074.001 (collection); T1095 (command-and-control); T1105 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Windigo,G0124,8,T1059 (execution); T1082 (discovery); T1083 (discovery); T1518 (discovery),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Sowbug,G0054,8,T1059.003 (execution); T1082 (discovery); T1083 (discovery); T1560.001 (collection),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Akira,G1024,8,"T1059.001 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1560.001 (collection)",T1021.001 (lateral-movement); T1027.001 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Evilnum,G0120,8,"T1070.004 (defense-evasion); T1105 (command-and-control); T1497.001 (defense-evasion, discovery)",T1059.007 (execution); T1555 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,LAPSUS$,G1004,8,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1555.005 (credential-access)","T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1087.002 (discovery); T1552.008 (); T1555.003 (credential-access)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,APT-C-36,G0099,7,T1027 (defense-evasion); T1105 (command-and-control); T1571 (command-and-control),T1059.005 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,CopyKittens,G0052,7,T1059.001 (execution); T1218.011 (defense-evasion); T1560.001 (collection),T1560.003 (collection)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Dark Caracal,G0070,7,T1059.003 (execution); T1083 (discovery),T1027.002 (defense-evasion); T1027.013 (); T1218.001 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Deep Panda,G0009,7,T1057 (discovery); T1059.001 (execution),T1021.002 (lateral-movement); T1027.005 (defense-evasion); T1218.010 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Scattered Spider,G1015,7,T1083 (discovery),T1021.007 (); T1074 (collection); T1087.002 (discovery); T1552.001 (credential-access); T1552.004 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Leafminer,G0077,7,T1083 (discovery),T1027.010 (); T1059.007 (execution); T1552.001 (credential-access); T1555 (credential-access); T1555.003 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Winnti Group,G0044,6,T1057 (discovery); T1083 (discovery); T1105 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Tonto Team,G0131,6,T1059.001 (execution); T1059.006 (execution); T1105 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Gallmaker,G0084,6,T1027 (defense-evasion); T1059.001 (execution); T1560.001 (collection),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Nomadic Octopus,G0133,6,T1059.001 (execution); T1059.003 (execution); T1105 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,BITTER,G1002,6,T1095 (command-and-control); T1105 (command-and-control),T1027.013 (); T1573 (command-and-control)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Rancor,G0075,6,T1059.003 (execution); T1105 (command-and-control),T1059.005 (execution); T1218.007 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Machete,G0095,6,T1059.003 (execution); T1059.006 (execution),T1059.005 (execution); T1218.007 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Poseidon Group,G0033,6,T1057 (discovery); T1059.001 (execution),T1087.001 (discovery); T1087.002 (discovery)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Axiom,G0001,5,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1560 (collection)",T1021.001 (lateral-movement)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Whitefly,G0107,5,T1059 (execution); T1105 (command-and-control),T1027.013 ()
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Carbanak,G0008,5,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1218.011 (defense-evasion)",T1102.002 (command-and-control)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Andariel,G0138,5,T1057 (discovery); T1105 (command-and-control),T1027.003 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,MoustachedBouncer,G1019,5,T1059.001 (execution),T1027.002 (defense-evasion); T1059.007 (execution); T1074.002 (collection)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Mustard Tempest,G1020,4,T1082 (discovery); T1105 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,DarkVishnya,G0105,4,T1059.001 (execution); T1571 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,PLATINUM,G0068,4,T1095 (command-and-control); T1105 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,CURIUM,G1012,4,T1059.001 (execution); T1082 (discovery),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Suckfly,G0039,4,"T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Threat Group-1314,G0028,4,T1059.003 (execution),"T1021.002 (lateral-movement); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Elderwood,G0066,4,T1105 (command-and-control),T1027.002 (defense-evasion); T1027.013 ()
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Naikon,G0019,4,T1016 (discovery),"T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1518.001 (discovery)"
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,The White Company,G0089,4,T1070.004 (defense-evasion),T1027.002 (defense-evasion); T1518.001 (discovery)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,TA577,G1037,4,T1059.003 (execution),T1027.009 (); T1059.007 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,RedEcho,G1042,3,T1571 (command-and-control),T1573.002 (command-and-control)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,FIN4,G0085,3,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1059.005 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Salt Typhoon,G1045,3,T1021.004 (lateral-movement),T1070.002 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,GOLD SOUTHFIELD,G0115,3,T1059.001 (execution),T1027.010 ()
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Aoqin Dragon,G1007,3,T1083 (discovery),T1027.002 (defense-evasion)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Ajax Security Team,G0130,3,T1105 (command-and-control),T1555.003 (credential-access)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Star Blizzard,G1033,3,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1059.007 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,POLONIUM,G1005,3,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",T1102.002 (command-and-control)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,GCMAN,G0036,3,T1021.004 (lateral-movement),T1021.005 (lateral-movement)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,TA459,G0062,3,T1059.001 (execution),T1059.005 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Group5,G0043,3,T1070.004 (defense-evasion),T1027.013 ()
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,BlackTech,G0098,2,T1021.004 (lateral-movement),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,RTM,G0048,2,T1102.001 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Volatile Cedar,G0123,2,T1105 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Silent Librarian,G0122,2,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,DarkHydrus,G0079,2,T1059.001 (execution),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Thrip,G0076,2,T1059.001 (execution),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,BlackOasis,G0063,2,T1027 (defense-evasion),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,IndigoZebra,G0136,2,T1105 (command-and-control),
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,PittyTiger,G0011,2,"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Transparent Tribe,G0134,2,,T1027.013 (); T1059.005 (execution)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Mofang,G0103,2,,T1027.013 (); T1027.015 ()
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,APT12,G0005,1,,T1102.002 (command-and-control)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,Orangeworm,G0071,1,,T1021.002 (lateral-movement)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,EXOTIC LILY,G1011,1,,T1102 (command-and-control)
Mandiant-Fortinet-Zero-Day-Suspected-Chinese-Operation-03-16-202-d4d5053d,PROMETHIUM,G0056,1,,"T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation)"
