file,group_name,group_id,score,matched_exact,matched_root_only,rank
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,LAPSUS$,G1004,21,"T1003.003 (credential-access); T1005 (collection); T1069.002 (discovery); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1087.002 (discovery); T1489 (impact); T1555.003 (credential-access)","T1003.006 (credential-access); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1098.003 (persistence); T1136.003 (persistence); T1204 (execution); T1552.008 (); T1555.005 (credential-access)",
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,Ember Bear,G1003,20,T1003 (credential-access); T1018 (discovery); T1021 (lateral-movement); T1046 (discovery); T1047 (execution); T1570 (lateral-movement),"T1003.001 (credential-access); T1003.002 (credential-access); T1003.004 (credential-access); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1070.004 (defense-evasion); T1505.003 (persistence); T1562.001 (defense-evasion)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Sandworm Team,G0034,20,"T1003.003 (credential-access); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access); T1195.002 (initial-access); T1587.001 (resource-development); T1595.002 (reconnaissance)","T1003.001 (credential-access); T1059.001 (execution); T1059.005 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1090 (command-and-control); T1195 (initial-access); T1555.003 (credential-access); T1598.003 (reconnaissance)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,OilRig,G0049,20,T1003.001 (credential-access); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1113 (collection); T1140 (defense-evasion); T1203 (execution),T1003.004 (credential-access); T1003.005 (credential-access); T1027.005 (defense-evasion); T1027.013 (); T1071.004 (command-and-control); T1573.002 (command-and-control),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Ke3chang,G0004,20,T1003.001 (credential-access); T1041 (exfiltration); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion),"T1003.002 (credential-access); T1003.003 (credential-access); T1003.004 (credential-access); T1027 (defense-evasion); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT41,G0096,20,T1003.001 (credential-access); T1027.002 (defense-evasion); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1203 (execution),"T1003.002 (credential-access); T1003.003 (credential-access); T1027 (defense-evasion); T1071.002 (command-and-control); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation); T1574.006 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Scattered Spider,G1015,20,T1003.003 (credential-access); T1018 (discovery); T1083 (discovery); T1087.002 (discovery); T1486 (impact); T1552.001 (credential-access); T1567.002 (exfiltration),T1021.007 (); T1098.003 (persistence); T1136 (persistence); T1204 (execution); T1552.004 (credential-access); T1564.008 (),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Magic Hound,G0059,19,T1003.001 (credential-access); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1113 (collection); T1189 (initial-access),"T1027.010 (); T1027.013 (); T1071 (command-and-control); T1547.001 (persistence, privilege-escalation); T1573 (command-and-control)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT39,G0087,19,T1003.001 (credential-access); T1027.002 (defense-evasion); T1041 (exfiltration); T1071.001 (command-and-control); T1083 (discovery); T1113 (collection); T1140 (defense-evasion),"T1003 (credential-access); T1027.013 (); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation); T1547.009 (persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Daggerfly,G1034,19,"T1003.002 (credential-access); T1012 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1071.001 (command-and-control); T1082 (discovery); T1105 (command-and-control); T1574.001 (defense-evasion, persistence, privilege-escalation)",T1036.003 (defense-evasion); T1136.001 (persistence); T1204.001 (execution),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Aquatic Panda,G0143,18,T1003.001 (credential-access); T1033 (discovery); T1047 (execution); T1059.001 (execution); T1059.003 (execution); T1562.001 (defense-evasion),"T1027.010 (); T1036.004 (defense-evasion); T1036.005 (defense-evasion); T1059.004 (execution); T1574.001 (defense-evasion, persistence, privilege-escalation); T1574.006 (defense-evasion, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,APT33,G0064,18,"T1003.001 (credential-access); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1068 (privilege-escalation); T1203 (execution); T1555.003 (credential-access)","T1003.004 (credential-access); T1003.005 (credential-access); T1027.013 (); T1059.005 (execution); T1547.001 (persistence, privilege-escalation); T1555 (credential-access)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Sandworm Team,G0034,18,T1003.001 (credential-access); T1041 (exfiltration); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion); T1203 (execution),T1003.003 (credential-access); T1027 (defense-evasion); T1027.010 (); T1132.001 (command-and-control),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT3,G0022,18,T1003.001 (credential-access); T1027.002 (defense-evasion); T1041 (exfiltration); T1057 (discovery); T1082 (discovery); T1083 (discovery); T1203 (execution),"T1027 (defense-evasion); T1027.005 (defense-evasion); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Leviathan,G0065,18,T1003.001 (credential-access); T1027.001 (defense-evasion); T1041 (exfiltration); T1140 (defense-evasion); T1189 (initial-access); T1203 (execution),"T1003 (credential-access); T1027.003 (defense-evasion); T1027.013 (); T1027.015 (); T1547.001 (persistence, privilege-escalation); T1547.009 (persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Threat Group-3390,G0027,18,T1003.001 (credential-access); T1027.002 (defense-evasion); T1071.001 (command-and-control); T1140 (defense-evasion); T1189 (initial-access); T1203 (execution),"T1003.002 (credential-access); T1003.004 (credential-access); T1027.013 (); T1027.015 (); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Tonto Team,G0131,18,"T1003 (credential-access); T1059.001 (execution); T1105 (command-and-control); T1135 (discovery); T1204.002 (execution); T1505.003 (persistence); T1566.001 (initial-access); T1574.001 (defense-evasion, persistence, privilege-escalation)",T1059.006 (execution); T1069.001 (discovery),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Agrius,G1030,17,T1003.001 (credential-access); T1003.002 (credential-access); T1036 (defense-evasion); T1041 (exfiltration); T1046 (discovery); T1059.003 (execution); T1190 (initial-access); T1562.001 (defense-evasion),T1505.003 (persistence),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Indrik Spider,G0119,17,T1003.001 (credential-access); T1047 (execution); T1059.001 (execution); T1059.003 (execution); T1562.001 (defense-evasion); T1590 (reconnaissance),T1036.005 (defense-evasion); T1059.007 (execution); T1555.005 (credential-access); T1558.003 (credential-access); T1567.002 (exfiltration),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Volt Typhoon,G1017,17,T1003.001 (credential-access); T1027.002 (defense-evasion); T1057 (discovery); T1082 (discovery); T1083 (discovery); T1113 (collection); T1140 (defense-evasion); T1573.001 (command-and-control),T1003.003 (credential-access),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Ke3chang,G0004,16,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access); T1587.001 (resource-development)","T1003.001 (credential-access); T1003.002 (credential-access); T1003.004 (credential-access); T1059 (execution); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1558.001 (credential-access)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,FIN8,G0061,16,"T1003.001 (credential-access); T1033 (discovery); T1047 (execution); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1068 (privilege-escalation)","T1027.010 (); T1055.004 (defense-evasion, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Poseidon Group,G0033,16,T1003 (credential-access); T1007 (discovery); T1036.005 (defense-evasion); T1049 (discovery); T1057 (discovery); T1059.001 (execution); T1087.001 (discovery); T1087.002 (discovery),,
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,APT28,G0007,15,T1003 (credential-access); T1068 (privilege-escalation),"T1003.001 (credential-access); T1003.003 (credential-access); T1021.002 (lateral-movement); T1059.001 (execution); T1059.003 (execution); T1070.001 (defense-evasion); T1070.004 (defense-evasion); T1070.006 (defense-evasion); T1098.002 (persistence); T1134.001 (defense-evasion, privilege-escalation); T1505.003 (persistence)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Fox Kitten,G0117,15,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access)",T1003.001 (credential-access); T1059 (execution); T1059.001 (execution); T1090 (command-and-control); T1110 (credential-access); T1552.001 (credential-access); T1555.005 (credential-access),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,FIN13,G1016,15,T1003.003 (credential-access); T1059.003 (execution); T1190 (initial-access); T1587.001 (resource-development),"T1003.001 (credential-access); T1003.002 (credential-access); T1059.001 (execution); T1059.005 (execution); T1078.001 (defense-evasion, initial-access, persistence, privilege-escalation); T1090.001 (command-and-control); T1552.001 (credential-access)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Blue Mockingbird,G0108,15,"T1003.001 (credential-access); T1047 (execution); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access)","T1027.013 (); T1036.005 (defense-evasion); T1574.012 (defense-evasion, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Silence,G0091,15,"T1003.001 (credential-access); T1053.005 (execution, persistence, privilege-escalation); T1055 (defense-evasion, privilege-escalation); T1059.001 (execution); T1059.003 (execution)","T1027.010 (); T1036.005 (defense-evasion); T1059.005 (execution); T1059.007 (execution); T1547.001 (persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Axiom,G0001,15,"T1003 (credential-access); T1005 (collection); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access); T1546.008 (persistence, privilege-escalation); T1560 (collection); T1566 (initial-access)",T1021.001 (lateral-movement),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Wizard Spider,G0102,14,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1558.003 (credential-access)","T1003.001 (credential-access); T1003.002 (credential-access); T1059.001 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1552.006 (credential-access); T1555.004 (credential-access)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,FIN6,G0037,14,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1555 (credential-access)",T1003.001 (credential-access); T1059 (execution); T1059.001 (execution); T1059.007 (execution); T1110.002 (credential-access); T1555.003 (credential-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Earth Lusca,G1006,14,"T1003.001 (credential-access); T1057 (discovery); T1140 (defense-evasion); T1189 (initial-access); T1547.012 (persistence, privilege-escalation)","T1003.006 (credential-access); T1027 (defense-evasion); T1027.003 (defense-evasion); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,FIN13,G1016,14,T1003.001 (credential-access); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion),"T1003.002 (credential-access); T1003.003 (credential-access); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Sowbug,G0054,14,T1003 (credential-access); T1036.005 (defense-evasion); T1059.003 (execution); T1082 (discovery); T1083 (discovery); T1135 (discovery); T1560.001 (collection),,
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,HAFNIUM,G0125,13,T1003.003 (credential-access); T1059.003 (execution); T1110.003 (credential-access); T1190 (initial-access),"T1003.001 (credential-access); T1059.001 (execution); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1555.006 ()",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Play,G1040,13,T1003.001 (credential-access); T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access); T1562.001 (defense-evasion),T1027.010 (),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Tonto Team,G0131,13,T1003 (credential-access); T1059.001 (execution); T1068 (privilege-escalation); T1203 (execution); T1210 (lateral-movement),"T1059.006 (execution); T1505.003 (persistence); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,RedCurl,G1039,13,T1003.001 (credential-access); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1573.001 (command-and-control),"T1027 (defense-evasion); T1547.001 (persistence, privilege-escalation); T1573.002 (command-and-control)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Wizard Spider,G0102,13,T1003.001 (credential-access); T1041 (exfiltration); T1071.001 (command-and-control); T1082 (discovery),"T1003.002 (credential-access); T1003.003 (credential-access); T1027.010 (); T1547.001 (persistence, privilege-escalation); T1547.004 (persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT33,G0064,13,T1003.001 (credential-access); T1071.001 (command-and-control); T1203 (execution); T1573.001 (command-and-control),"T1003.004 (credential-access); T1003.005 (credential-access); T1027.013 (); T1132.001 (command-and-control); T1547.001 (persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Whitefly,G0107,13,"T1003.001 (credential-access); T1036.005 (defense-evasion); T1059 (execution); T1105 (command-and-control); T1204.002 (execution); T1574.001 (defense-evasion, persistence, privilege-escalation)",T1027.013 (),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,menuPass,G0045,12,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access)",T1003.002 (credential-access); T1003.004 (credential-access); T1059.001 (execution); T1090.002 (command-and-control),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Leafminer,G0077,12,T1003.001 (credential-access); T1046 (discovery); T1555.003 (credential-access),"T1003.004 (credential-access); T1003.005 (credential-access); T1027.010 (); T1055.013 (defense-evasion, privilege-escalation); T1059.007 (execution); T1555 (credential-access)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Moonstone Sleet,G1036,12,T1003.001 (credential-access); T1071.001 (command-and-control); T1082 (discovery); T1140 (defense-evasion),"T1027 (defense-evasion); T1027.009 (); T1027.013 (); T1547.001 (persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,PLATINUM,G0068,12,"T1003.001 (credential-access); T1036 (defense-evasion); T1055 (defense-evasion, privilege-escalation); T1105 (command-and-control); T1204.002 (execution); T1566.001 (initial-access)",,
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Chimera,G0114,11,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1110.003 (credential-access)","T1059.001 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1110.004 (credential-access)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,LAPSUS$,G1004,11,"T1003.003 (credential-access); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)","T1003.006 (credential-access); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1090 (command-and-control); T1552.008 (); T1555.003 (credential-access); T1555.005 (credential-access); T1598.004 ()",
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,Leviathan,G0065,10,T1003 (credential-access); T1047 (execution),T1003.001 (credential-access); T1021.001 (lateral-movement); T1021.004 (lateral-movement); T1059.001 (execution); T1059.005 (execution); T1505.003 (persistence),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Moonstone Sleet,G1036,10,"T1003.001 (credential-access); T1033 (discovery); T1053.005 (execution, persistence, privilege-escalation)","T1027 (defense-evasion); T1027.009 (); T1027.013 (); T1547.001 (persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,HAFNIUM,G0125,10,T1003.001 (credential-access); T1057 (discovery); T1071.001 (command-and-control); T1083 (discovery),T1003.003 (credential-access); T1132.001 (command-and-control),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,GALLIUM,G0093,10,T1003.001 (credential-access); T1027.002 (defense-evasion); T1041 (exfiltration),"T1003.002 (credential-access); T1027 (defense-evasion); T1027.005 (defense-evasion); T1574.001 (defense-evasion, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Poseidon Group,G0033,9,T1003 (credential-access); T1049 (discovery); T1057 (discovery); T1059.001 (execution),T1036.005 (defense-evasion),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,APT1,G0006,9,T1003.001 (credential-access); T1049 (discovery); T1057 (discovery); T1059.003 (execution),T1036.005 (defense-evasion),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Play,G1040,9,T1003.001 (credential-access); T1057 (discovery); T1082 (discovery); T1083 (discovery),T1027.010 (),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Leafminer,G0077,9,T1003.001 (credential-access); T1083 (discovery); T1189 (initial-access),T1003.004 (credential-access); T1003.005 (credential-access); T1027.010 (),
PaloAlto-NewToolSet-Organizations-in-Middle-East-Africa-and-US-1-e16339ec,Poseidon Group,G0033,9,T1003 (credential-access); T1036.005 (defense-evasion); T1059.001 (execution); T1087.002 (discovery),T1087.001 (discovery),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Scattered Spider,G1015,8,T1003.003 (credential-access); T1552.004 (credential-access); T1598 (reconnaissance),T1552.001 (credential-access); T1598.004 (),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,PLATINUM,G0068,8,"T1003.001 (credential-access); T1036 (defense-evasion); T1055 (defense-evasion, privilege-escalation); T1068 (privilege-escalation)",,
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Daggerfly,G1034,8,"T1003.002 (credential-access); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution)","T1036.003 (defense-evasion); T1574.001 (defense-evasion, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Whitefly,G0107,8,T1003.001 (credential-access); T1068 (privilege-escalation),"T1027.013 (); T1036.005 (defense-evasion); T1059 (execution); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,FIN8,G0061,8,T1003.001 (credential-access); T1071.001 (command-and-control); T1082 (discovery),T1027.010 (); T1573.002 (command-and-control),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Ember Bear,G1003,8,T1003.001 (credential-access); T1203 (execution),T1003 (credential-access); T1003.002 (credential-access); T1003.004 (credential-access); T1071.004 (command-and-control),
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Suckfly,G0039,8,"T1003 (credential-access); T1046 (discovery); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",,
PaloAlto-NewToolSet-Organizations-in-Middle-East-Africa-and-US-1-e16339ec,Sowbug,G0054,8,T1003 (credential-access); T1036.005 (defense-evasion); T1059.003 (execution); T1560.001 (collection),,
PaloAlto-NewToolSet-Organizations-in-Middle-East-Africa-and-US-1-e16339ec,Axiom,G0001,8,T1003 (credential-access); T1583.002 (resource-development),"T1021.001 (lateral-movement); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1560 (collection); T1583.003 (resource-development)",
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,Tonto Team,G0131,7,T1003 (credential-access); T1068 (privilege-escalation),T1059.001 (execution); T1059.006 (execution); T1505.003 (persistence),
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Mustang Panda,G0129,7,T1003.003 (credential-access); T1059.003 (execution),T1059.001 (execution); T1059.005 (execution); T1598.003 (reconnaissance),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT5,G1023,7,T1003.001 (credential-access); T1057 (discovery); T1083 (discovery),T1003.002 (credential-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Agrius,G1030,7,T1003.001 (credential-access); T1041 (exfiltration); T1140 (defense-evasion),T1003.002 (credential-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Fox Kitten,G0117,7,T1003.001 (credential-access); T1083 (discovery),T1003.003 (credential-access); T1027.010 (); T1027.013 (),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Aquatic Panda,G0143,7,T1003.001 (credential-access); T1082 (discovery),"T1027.010 (); T1574.001 (defense-evasion, persistence, privilege-escalation); T1574.006 (defense-evasion, persistence, privilege-escalation)",
PaloAlto-NewToolSet-Organizations-in-Middle-East-Africa-and-US-1-e16339ec,Tonto Team,G0131,7,T1003 (credential-access); T1059.001 (execution); T1505.003 (persistence),T1059.006 (execution),
PaloAlto-NewToolSet-Organizations-in-Middle-East-Africa-and-US-1-e16339ec,Suckfly,G0039,7,T1003 (credential-access); T1046 (discovery); T1059.003 (execution),"T1078 (defense-evasion, initial-access, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Axiom,G0001,6,T1003 (credential-access); T1190 (initial-access); T1203 (execution),,
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Suckfly,G0039,6,T1003 (credential-access); T1046 (discovery); T1059.003 (execution),,
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Silence,G0091,6,T1003.001 (credential-access); T1113 (collection),"T1027.010 (); T1547.001 (persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Blue Mockingbird,G0108,6,T1003.001 (credential-access); T1082 (discovery),"T1027.013 (); T1574.012 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,FIN6,G0037,6,T1003.001 (credential-access),"T1003.003 (credential-access); T1027.010 (); T1547.001 (persistence, privilege-escalation); T1573.002 (command-and-control)",
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,Suckfly,G0039,5,T1003 (credential-access); T1046 (discovery),T1059.003 (execution),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Sowbug,G0054,5,T1003 (credential-access); T1059.003 (execution),T1036.005 (defense-evasion),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,PLATINUM,G0068,4,T1003.001 (credential-access); T1189 (initial-access),,
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT1,G0006,4,T1003.001 (credential-access); T1057 (discovery),,
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Whitefly,G0107,4,T1003.001 (credential-access),"T1027.013 (); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,Axiom,G0001,3,T1003 (credential-access),T1021.001 (lateral-movement),
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,Sowbug,G0054,3,T1003 (credential-access),T1059.003 (execution),
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,Poseidon Group,G0033,3,T1003 (credential-access),T1059.001 (execution),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Cleaver,G0003,2,T1003.001 (credential-access),,
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Indrik Spider,G0119,2,T1003.001 (credential-access),,
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Cleaver,G0003,2,T1003.001 (credential-access),,
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Cleaver,G0003,2,T1003.001 (credential-access),,
